"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-08",,,,,,,,,,,,,"1117.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-09",,,,,,,,,,,,,"1137.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-10",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-11",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-12",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-13",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-14",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-15",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-16",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-17",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-18",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-19",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-20",,,,,,,,,,,,,"1170.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-21",,,,,,,,,,,,,"1173.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-22",,,,,,,,,,,,,"1188.7",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-23",,,,,,,,,,,,,"1249.7",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-24",,,,,,,,,,,,,"1290.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-25",,,,,,,,,,,,,"1290.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-26",,,,,,,,,,,,,"1290.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-27",,,,,,,,,,,,,"1290.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-28",,,,,,,,,,,,,"1290.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-02-29",,,,,,,,,,,,,"1290.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-01",,,,,,,,,,,,,"1292.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-02",,,,,,,,,,,,,"1292.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-03",,,,,,,,,,,,,"1292.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-04",,,,,,,,,,,,,"1292.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-05",,,,,,,,,,,,,"1297.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-06",,,,,,,,,,,,,"1305.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-07",,,,,,,,,,,,,"1305.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-08",,,,,,,,,,,,,"1308.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-09",,,,,,,,,,,,,"1308.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-10",,,,,,,,,,,,,"1308.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-11",,,,,,,,,,,,,"1308.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-12",,,,,,,,,,,,,"1308.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-13",,,,,,,,,,,,,"1308.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-14",,,,,,,,,,,,,"1308.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-15",,,,,,,,,,,,,"1313.2",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-16",,,,,,,,,,,,,"1313.2",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-17",,,,,,,,,,,,,"1313.2",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-18",,,,,,,,,,,,,"1318.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-19",,,,,,,,,,,,,"1318.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-20",,,,,,,,,,,,,"1318.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-21",,,,,,,,,,,,,"1338.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-22",,,,,,,,,,,,,"1338.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-23",,,,,,,,,,,,,"1338.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-24",,,,,,,,,,,,,"1343.7",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-25",,,,,,,,,,,,,"1356.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-26",,,,,,,,,,,,,"1366.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-27",,,,,,,,,,,,,"1371.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-28",,,,,,,,,,,,,"1371.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-29",,,,,,,,,,,,,"1371.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-30",,,,,,,,,,,,,"1394.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-03-31",,,,,,,,,,,,,"1394.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-01",,,,,,,,,,,,,"1432.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-02",,,,,,,,,,,,,"1458.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-03",,,,,,,,,,,,,"1460.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-04",,,,,,,,,,,,,"1460.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-05",,,,,,,,,,,,,"1485.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-06",,,,,,,,,,,,,"1485.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-07",,,,,,,,,,,,,"1485.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-08",,,,,,,,,,,,,"1496.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-09",,,,,,,,,,,,,"1498.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-10",,,,,,,,,,,,,"1498.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-11",,,,,,,,,,,,,"1498.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-12",,,,,,,,,,,,,"1516.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-13",,,,,,,,,,,,,"1529.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-14",,,,,,,,,,,,,"1541.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-15",,,,,,,,,,,,,"1579.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-16",,,,,,,,,,,,,"1579.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-17",,,,,,,,,,,,,"1579.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-18",,,,,,,,,,,,,"1579.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-19",,,,,,,,,,,,,"1590.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-20",,,,,,,,,,,,,"1610.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-21",,,,,,,,,,,,,"1524.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-22",,,,,,,,,,,,,"1511.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-23",,,,,,,,,,,,,"1546.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-24",,,,,,,,,,,,,"1508.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-25",,,,,,,,,,,,,"1508.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-26",,,,,,,,,,,,,"1491.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-27",,,,,,,,,,,,,"1485.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-28",,,,,,,,,,,,,"1485.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-29",,,,,,,,,,,,,"1491.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-04-30",,,,,,,,,,,,,"1493.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-01",,,,,,,,,,,,,"1496.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-02",,,,,,,,,,,,,"1501.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-03",,,,,,,,,,,,,"1511.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-04",,,,,,,,,,,,,"1511.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-05",,,,,,,,,,,,,"1513.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-06",,,,,,,,,,,,,"1516.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-07",,,,,,,,,,,,,"1526.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-08",,,,,,,,,,,,,"1541.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-09",,,,,,,,,,,,,"1526.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-10",,,,,,,,,,,,,"1567.2",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-11",,,,,,,,,,,,,"1572.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-12",,,,,,,,,,,,,"1574.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-13",,,,,,,,,,,,,"1582.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-14",,,,,,,,,,,,,"1590.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-15",,,,,,,,,,,,,"1592.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-16",,,,,,,,,,,,,"1592.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-17",,,,,,,,,,,,,"1592.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-18",,,,,,,,,,,,,"1592.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-19",,,,,,,,,,,,,"1592.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-20",,,,,,,,,,,,,"1582.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-21",,,,,,,,,,,,,"1572.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-22",,,,,,,,,,,,,"1562.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-23",,,,,,,,,,,,,"1546.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-24",,,,,,,,,,,,,"1539.2",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-25",,,,,,,,,,,,,"1526.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-26",,,,,,,,,,,,,"1518.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-27",,,,,,,,,,,,,"1498.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-28",,,,,,,,,,,,,"1478.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-29",,,,,,,,,,,,,"1460.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-30",,,,,,,,,,,,,"1450.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-05-31",,,,,,,,,,,,,"1450.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-01",,,,,,,,,,,,,"1452.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-02",,,,,,,,,,,,,"1384.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-03",,,,,,,,,,,,,"1351.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-04",,,,,,,,,,,,,"1303.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-05",,,,,,,,,,,,,"1244.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-06",,,,,,,,,,,,,"1181.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-07",,,,,,,,,,,,,"1130.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-08",,,,,,,,,,,,,"1110.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-09",,,,,,,,,,,,,"1066.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-10",,,,,,,,,,,,,"1028.7",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-11",,,,,,,,,,,,,"990.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-12",,,,,,,,,,,,,"957.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-13",,,,,,,,,,,,,"919.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-14",,,,,,,,,,,,,"883.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-15",,,,,,,,,,,,,"835.7",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-16",,,,,,,,,,,,,"792.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-17",,,,,,,,,,,,,"731.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-18",,,,,,,,,,,,,"685.8",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-19",,,,,,,,,,,,,"647.7",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-20",,,,,,,,,,,,,"607.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-21",,,,,,,,,,,,,"571.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-22",,,,,,,,,,,,,"533.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-23",,,,,,,,,,,,,"480.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-24",,,,,,,,,,,,,"444.5",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-25",,,,,,,,,,,,,"386.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-26",,,,,,,,,,,,,"340.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-27",,,,,,,,,,,,,"302.3",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-28",,,,,,,,,,,,,"259.1",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-29",,,,,,,,,,,,,"213.4",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-06-30",,,,,,,,,,,,,"182.9",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-01",,,,,,,,,,,,,"134.6",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-02",,,,,,,,,,,,,"78.7",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-03",,,,,,,,,,,,,"43.2",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-04",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-05",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-06",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-07",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-08",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-09",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-10",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-11",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-12",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-13",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-14",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-15",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-16",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-17",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-18",,,,,,,,,,,,,"0.0",",,T"
"USS0049L01S","MOUNT ALYESKA, AK US","60.96","-149.09","469.4","1980-07-19",,,,,,,,,,,,,"0.0",",,T"
